ExpositionAreaName,ExpositionSectionName,Name,ObjectNumber,RoomNumber,AvailableForVisitors,LocationTypeCode,Note,District,Workplace,Department
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, volavka proměnlivá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, zrzohlávka rudozobá  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, ibis slámokrký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z5         ,,,0,, ibis bělolící  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z6         ,,,0,, pižmovka konžská  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Z7         ,,,0,, morčák paranský  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,klec ,,,0,, ara ararauna  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,klec       ,,,0,, sojkovec stříbrobřichý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,líheň      ,,,0,, husovec stračí  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,klec       ,,,0,, sojkovec šedohnědý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,Jäger      ,,,0,, *(prázdné)*  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,bedna      ,,,0,, *(prázdné)*  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O1         ,,,0,, zejozob africký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O2         ,,,0,, *(prázdné)*  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O3         ,,,0,, nesyt bílý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O4         ,,,0,, bukáček malý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O4         ,,,0,, tenkozobec opačný  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O4         ,,,0,, ibis slámokrký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O5         ,,,0,, bukáček malý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O5         ,,,0,, dytík velký  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O5         ,,,0,, kachnička šedoboká  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O5         ,,,0,, tenkozobec opačný  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O5         ,,,0,, polák černohlavý  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O6         ,,,0,, *(prázdné)*  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O7         ,,,0,, flétňák australský  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,O8         ,,,0,, ostralka bělolící  ,PVP,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,expo1      ,,,1,, člunozobec africký  ,Člunozobci,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,expo2      ,,,1,, člunozobec africký  ,Člunozobci,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,výběh1     ,,,1,, *(prázdné)*  ,Člunozobci,Sečuán,Chov 1
Ptačí mokřady,Ptačí mokřady,výběh2     ,,,1,, *(prázdné)*  ,Člunozobci,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, kachnička mandarinská  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, satyr Cabotův  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, bažant šedý,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, holub kukaččí  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, holub kouřový  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, holub zelenokřídlý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, drozd oranžovohlavý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, sojkovec modrotemenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, timalie zlatá  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, argus okatý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, konipas bílý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, kondor ten ptačí???  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, šáma bělořitá  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, majna žlutohlavá  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, irena tyrkysová  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, sojkovec šupinkatý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, sojkovec vlnkohřbetý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, dudek chocholatý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,expozice ,,,1,, bukáček malý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,V1       ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,klec 1   ,,,0,, sojkovec jihočínský  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,klec 2   ,,,0,, sojkovec rezavořitý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,V2       ,,,0,, sojkovec jihočínský  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,klec 1   ,,,0,, lelkoun soví  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK6        ,,,0,, amazoňan šedohlavý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK7        ,,,0,, lori černohlavý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK5        ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK1        ,,,0,, amazoňan jamajský  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK2        ,,,0,, sojkovec dvoubarvý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK3        ,,,0,, mada modrotemenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,VK4        ,,,0,, mada modrotemenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,Z-MK1n     ,,,0,, vlhovec Chapmanův  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,Z-MK1d     ,,,0,, irena tyrkysová  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,MK2        ,,,0,, mada modrotemenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK1n     ,,,0,, papoušek žlutoramenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK1d     ,,,0,, dudek chocholatý  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK2n     ,,,0,, papoušek vlnkovaný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK2d     ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK3n     ,,,0,, papoušek žlutoramenný  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,I-MK3d     ,,,0,, špaček rudooký  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,voliéra    ,,,1,, morčák šupinkatý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, volavka červená  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, pižmovka bělokřídlá  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, kolpík bílý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, ibis černohlavý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, kvakoš noční  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, morčák prostřední  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, morčák bílý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, polák černohlavý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, jeřáb bělošíjí  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, nesyt bílý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, pelikán skvrnozobý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, husovec stračí  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, kvakoš rezavý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, čáp bělokřídlý  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, zrzohlávka rudozobá  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,R4       ,,,1,, husovec stračí  *(čapí domek)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,B1       ,,,1,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,B2       ,,,1,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,CH1      ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,CH2      ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,CH3      ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,CH4      ,,,0,, nesyt africký  ,Sečuán,Sečuán,Chov 1
Sečuán,voliéry pod skalou,CH5      ,,,0,, *(prázdné)*  ,Sečuán,Sečuán,Chov 1
Sečuán,Sečuán,R5       ,,,1,, labuť Bewickova  ,R5,Sečuán,Chov 1
Sečuán,Sečuán,R5       ,,,1,, berneška rudokrká  ,R5,Sečuán,Chov 1
Sečuán,Sečuán,R5       ,,,1,, husa kuří  ,R5,Sečuán,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, zvonek zelený  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, konipas bílý  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, holub doupňák  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, drozd zpěvný  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, konopka obecná  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les průchozí      ,,,1,, pěnkava obecná  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,les voliéra       ,,,1,, sova pálená  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,louka průchozí    ,,,1,, špaček obecný  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,louka průchozí    ,,,1,, pěnkava obecná  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,louka průchozí    ,,,1,, koroptev polní  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,louka průchozí    ,,,1,, hrdlička divoká  ,Plameňáci,Vodní ptáci,Chov 1
Dětská Zoo,Dětská Zoo,louka voliéra     ,,,1,, sýček obecný  ,Plameňáci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E1                 ,,,1,, sup mrchožravý  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E1                 ,,,1,, včelojed lesní  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E2                 ,,,1,, orel bělohlavý  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E3                 ,,,1,, sup mrchožravý  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E4                 ,,,1,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E5                 ,,,1,, orel východní  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E4                 ,,,1,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E7                 ,,,1,, kondor královský  ,Dravci,Vodní ptáci,Chov 1
Dravci,Dravci - Dolní část zoo,E8                 ,,,1,, sup mrchožravý  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ1            ,,,0,, sojkovec šedohnědý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ1            ,,,0,, bažant Edwardsův  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ2            ,,,0,, timalie sečuánská  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ2            ,,,0,, satyr Cabotův  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ2            ,,,0,, sojkovec rezavouchý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ2            ,,,0,, bažant bronzový  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ3            ,,,0,, *(prázdné)*  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ4            ,,,0,, sojkovec jihočínský  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ4            ,,,0,, sokovec vlnkohrbetý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ4            ,,,0,, bažant malajský  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ7            ,,,0,, satyr Cabotův  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ7            ,,,0,, sojkovec chocholatý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ5            ,,,0,, drozd černoprsý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ5            ,,,0,, koroptev pruhokřídlá  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ5            ,,,0,, holub šedobřichý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ6            ,,,0,, sojkovec dvoubarvý  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,CHZ6            ,,,0,, bažant vietnamský  ,staré CHZ,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,vypouštěcí A1   ,,,0,, puštík bělavý  ,Voliéry,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,vypouštěcí A2   ,,,0,, sova pálená  ,Voliéry,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,vypouštěcí B    ,,,0,, sýček obecný  ,Voliéry,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O1       ,,,0,, ara hyacintový  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O2       ,,,0,, kakadu palmový  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O3       ,,,0,, kystráček modrolící  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O4       ,,,0,, tricha orlí  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O5       ,,,0,, ara Learův  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,OP1      ,,,0,, amazoňan modrobradý  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,OP2      ,,,0,, lori černohlavý  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,OP3      ,,,0,, aratinga andský  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,OP3      ,,,0,, papoušek patagonský  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,OP4      ,,,0,, kakadu palmový  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O6       ,,,0,, lori balijský  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O7       ,,,0,, kakadu palmový  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O8       ,,,0,, amazoňan jamajský  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O8       ,,,0,, amazoňan rudoocasý  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O8       ,,,0,, amazoňan modrobradý  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O9       ,,,0,, ketupa malajská  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,O10      ,,,0,, kakadu palmový  ,Odchovna,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R1       ,,,0,, rajka královská  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R2       ,,,0,, rajka královská  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R3       ,,,0,, trogon límcový  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R4       ,,,0,, rajka královská  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R5       ,,,0,, trogon límcový  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R6       ,,,0,, rajka volavá  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,R7       ,,,0,, šáma bělořitá  ,Rajky,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV1      ,,,0,, holub pestrý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV1      ,,,0,, kraska zlatobřichá  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV1      ,,,0,, kraska zelenavá  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV2      ,,,0,, majna Rothschildova  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV2      ,,,0,, holub šedobřichý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV2      ,,,0,, bažant malajský  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV3      ,,,0,, loskuták posvátný  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV3      ,,,0,, sojkovec modrotemenný 1  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV3      ,,,0,, dytík velký  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV4      ,,,0,, loskuták posvátný  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV4      ,,,0,, bažant Edwardsův  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV4      ,,,0,, holub černobronzový  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZV5      ,,,0,, ketupa malajská  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ1      ,,,0,, vlhovec Chapmanův  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ1      ,,,0,, vlhovec zlatohlavý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ1      ,,,0,, sojkovec dvoubarvý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ1      ,,,0,, dytík velký  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ2      ,,,0,, holub podkovní  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ2      ,,,0,, dytík bledý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ3      ,,,0,, korunáč šedomodrý  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ4      ,,,0,, ibis madagaskarský  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ4      ,,,0,, dudkovec stromový  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ5      ,,,0,, zoborožec indický  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ZZ5      ,,,0,, ketupa Pelova  ,Nové zázemí,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,skleník            ,,,0,, orel kejklíř  ,Skleník,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,skleník            ,,,0,, pelikán kadeřavý  ,Skleník,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,skleník            ,,,0,, pelikán bílý  ,Skleník,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,skleník            ,,,0,, pelikán kadeřavý  ,Skleník,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,skleník            ,,,0,, sup kapucín  ,Skleník,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D1          ,,,0,, sup mrchožravý  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D1a         ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D1b         ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D2          ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D2          ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D2 dole     ,,,0,, puštík brýlový  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D3          ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D3 dole     ,,,0,, seriema rudozobá  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D3 nahoře   ,,,0,, kondor menší  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D4          ,,,0,, orlosup bradatý  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D4a         ,,,0,, marabu africký  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,D4b         ,,,0,, *(prázdné)*  ,Dravci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, morčák bílý  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, polák černohlavý  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, čírka obecná  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, zrzohlávka rudozobá  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, kachnička karolinská  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,velký bazén       ,,,0,, pižmovka velká  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,malý bazén        ,,,0,, morčák prostřední  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,voliéra,,,0,, poštolka jižní  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,karanténa velký   ,,,0,, jeřáb mandžuský  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,karanténa malý    ,,,0,, kamiš růžkatý  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,Modré bazény,ubikace,,,0,, husovec stračí  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST2              ,,,0,, pižmovka konžská  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST3              ,,,0,, kraska jávská  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST3              ,,,0,, morčák paranský  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST0              ,,,0,, marabu africký  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST1a             ,,,0,, marabu africký  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,ST1b             ,,,0,, marabu africký  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,SS2              ,,,0,, člunozobec africký  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,SS3              ,,,0,, člunozobec africký  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,voliéra 1          ,,,0,, morčák prostřední  ,Plameňáci,Vodní ptáci,Chov 1
chovné zázemí ptáků,chovné zázemí ptáků,voliéra 2,,,0,,,Plameňáci,Vodní ptáci,Chov 1
Pelikáni,Vodní svět a opičí ostrovy (Pelikáni),R3                 ,,,1,, pelikán kadeřavý  ,Laguna,Vodní ptáci,Chov 1
